,networkId,expectedAIReward,expectedMyopicReward
107,c7709e82577cc346cf102ebfb189b9ee,500,100
108,160586b780e42a263d571cb370bce508,-120,-80
109,1aba7a3a2c220d9827e8c44367c2b756,80,80
110,0167c9205d5e66fae16b13492bfa6b84,260,-20
111,6269005d099973b37cc7bc461593eef9,0,120
112,29c5902c127808966f1903d125346d41,-20,80
113,c40e66c0330c090088cff02586a0d131,140,80
114,10d9e73988a5d7b8a0fbdea08be15ffb,0,-40
115,4a7ccf130af71c85e6fd984896825a3f,100,100
116,521e67a7539c6e294aee5faee83b97bd,260,60
117,d6ac6c2c0dfdebdd4594fa1ab55336f8,-40,100
118,0b9e1ce817e00765ebd5478e2feb236c,-80,20
119,4beb26c9fb5821944e702f09212b6ee3,520,20
120,fe3258d9b59e2593c1ab069e389a7b79,80,0
121,e396cd0fbd01b509e23814093447777d,260,120
122,2085891cbd9b506b1eaef977798b1d0c,20,260
123,7b627082457563f276e333ce2c202dc3,-60,20
124,b9c4fe3d109e7f32b7d0c929983ea9e3,240,80
125,d45ee3dfbfea2f6d5a6c0cab1248d1d6,0,0
126,10cc6e8c21dcf9de1131e2d90aa58c28,-120,-160
127,968e0efcaf2777640a560ee4a0a6963b,140,80
128,d87fc4538f117eb391a79965200974c1,-140,-40
129,b214a1dd602ef04784f515daab869d11,280,0
130,840f1503d878b2745f2145b5e6acd5bc,-40,40
131,5f3e2b29f0fc801dd975d7a03680a8b8,80,80
132,e249edc45b747e622ca2fcc2418e9f20,80,80
133,f363d9e80302a795d9f3ccbec4183547,-40,40
134,057195a83799781d466a614c08bb15ef,80,-80
135,a367c5c6f3fee628b7600953f14e1e4a,120,80
136,7c5e03c23bd2ee097d12af3a719f19ed,-40,-120
137,59ecaf7383d5a482bd60adc6326cd203,-40,80
138,5682fc48bc987fda3bbf7d54d4b16b1e,0,-60
139,8b4b486133eeeb23548a584f078dafb2,-100,-40
140,ebf8c9cdf2dc0555cd8b6ca248510614,120,-160
141,94079f2cafa248575ff9534ca4c69780,480,0
142,e970d30eba63fef45dbb406ecf153eb7,220,120
143,00dddd525ba4aa39ed26b0180d5a7753,-20,160
144,7dfa9ae71566986963fbc4773bcab46e,20,160
145,884a7f94893cdbc79c9814670f05e81e,80,-60
146,a40f4a9a995b6f6d56f261a41ffdcf47,100,80
147,04a81b16c5b0108d1aea0a1771b8e16a,-60,-40
148,a16ed65155e89cab989819fe8d5597ef,-160,-40
149,02ffd096afd347299b82a24608cddcb9,220,-60
150,cdfe2529c8a64e10f84748bb27370725,260,160
151,bcb56484f6ccb3cd7a893f12ab2b90ae,20,160
152,e83a7e5c079f17ceccb322af1a0fbb75,380,80
153,6317eef3f4699bdf0a6f0b4f2b77e438,220,-60
154,eeca268a122e3c26851bf1e35e2bda1a,-100,0
155,657d567fd6850ff5d73880e207457e4f,240,100
156,ee2a58ed481424d18ed51a73c3f3207f,-80,40
157,85bd47d5eb032f4c6e379015cffd8ae0,280,-100
158,6bcb67cecfd50b5a5da7a851fb06e5e1,-140,-120
159,b17fa57327e77e166ddfbb5d14a62229,240,0
160,552be8896a313913538657aa0445ff48,100,120
161,17c89336be70a6e7b8c3faeb3ffa5fd5,80,80
162,dff41ad6cf83d35baae7b806110f0db9,-20,40
163,d404c29a7777d9a9d54a521abe46a5be,100,-20
164,451d786710519ceb68fda508b90b13a0,200,120
165,5951946ed852a5deacc60d03f423dc16,100,60
166,69b51b231f7b62fd4c8504c036bbacce,80,80
167,a05af933d486c7f54daf1613ae4efddd,20,-160
168,5b77a766acc6dbe6898eb9ab21e0fe9d,100,80
169,00b8292539725b47c198dacbf8a0f55a,100,60
170,b745e60d896418b18d492fdcd5b2dc9d,40,80
171,50131c7ea08e27ee596418019526b77a,280,80
172,9798cd7329129cdd9fd1ceb6a9bb66b8,0,0
173,394c443fe246c0137651df556e342740,240,-40
174,9981bc27c13aeb633572f78c07feb247,-60,20
175,b25e0931f506d89150bb68c0444df585,80,-40
176,aebfe242498a561d3fd42e921460ddf8,-20,60
177,fb5fd743703ffeabd62dbb82bc896aa3,-100,-20
178,85c458ac95f2cb819886fac89dbca3dc,260,20
179,25b94edae8d97f83a32157a40dfdc12c,-400,-60
180,e7f967c62f6d853194ddc01cd0f2b5f3,120,-140
181,0f02599bd49451270f196375ecc4e418,80,140
182,67fb1c6a6643f5652372e32035b1a6d2,0,-80
183,455fcd847e559bd84a42cb29fb2adb52,100,160
184,6adc7138e3c489ccfae4b2102fc2e2a3,240,-20
185,6384fdeb6fb4a4038d4ce96d4de6348c,240,-20
186,1afaad6d4929ebacac398b31d274cae2,400,40
187,a1a25337473e1fc1739ae40f68cc2249,120,100
188,580c76e71d48d509e0c45259d243042d,-60,20
189,722ff991446fc844156abab35cffbb0d,20,-100
190,cd0a58415f419f06ed206b57c363ff4d,-20,20
191,ac0ac487c6210d5738283b952087d321,400,100
192,f7355514be1c8b7bb39e0c32cdddcae9,-40,220
193,8cd4ccc1463195f7260bc24239a8a6fb,-220,-20
194,9c977fe09b8d07d163b776533b7c8700,-100,-40
195,8b93ee535f7b8d3f3eefd5ab7cea4e84,-40,20
196,a0a6c5dcb56f18e72a9e414134a58901,-140,-60
197,de96553ad0aea4ac8a140e4c0cb141ab,-80,40
198,d7e631e81292878f71720c0b01a70e62,40,40
199,8716d93c018819b58250e05ee0f9eb21,260,-80
